season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,year,month,day,wday,hour
winter,no,no,clear,22.96,26.515,83,16.9979,4.95582705760126,2012,10,6,7,1
spring,no,yes,clear,13.12,17.425,36,0,5.29831736654804,2012,2,9,5,20
summer,no,yes,clear,21.32,25,88,15.0013,1.6094379124341,2011,5,3,3,4
winter,no,yes,cloudy,14.76,16.665,62,19.0012,5.12989871492307,2011,11,10,5,20
spring,no,yes,cloudy,13.12,17.425,57,0,5.57215403217776,2012,2,10,6,19
winter,no,yes,cloudy,22.14,25.76,94,19.0012,4.67282883446191,2011,10,19,4,13
spring,no,yes,cloudy,13.94,15.15,76,22.0028,4.72738781871234,2011,3,9,4,16
winter,no,yes,clear,18.04,21.97,41,23.9994,5.32300997913841,2012,10,11,5,10
winter,no,no,clear,14.76,18.18,71,7.0015,4.99043258677874,2012,11,10,7,23
fall,no,yes,clear,33.62,37.88,46,0,5.66296048013595,2012,8,6,2,14
fall,no,no,clear,34.44,37.88,41,19.0012,5.92157841964382,2011,7,10,1,16
summer,no,no,clear,30.34,34.09,55,8.9981,6.26339826259162,2012,5,5,7,13
spring,no,no,cloudy,10.66,12.88,81,11.0014,5.40267738187228,2012,2,11,7,12
summer,no,yes,lightRainOrSnow,13.12,15.15,93,16.9979,5.00394630594546,2011,4,8,6,17
fall,no,yes,cloudy,27.88,31.82,83,12.998,1.79175946922805,2012,8,14,3,4
winter,no,yes,clear,20.5,24.24,63,0,4.91998092582813,2011,10,7,6,23
summer,no,yes,clear,20.5,24.24,34,22.0028,5.98141421125448,2012,4,2,2,16
spring,no,yes,clear,8.2,9.85,44,16.9979,4.12713438504509,2011,1,14,6,12
fall,no,no,cloudy,26.24,30.305,73,12.998,5.61677109766657,2012,8,19,1,20
fall,no,yes,clear,29.52,32.575,39,15.0013,5.99396142730657,2011,7,14,5,19
summer,no,yes,clear,21.32,25,77,8.9981,4.0943445622221,2012,6,7,5,0
winter,no,yes,lightRainOrSnow,16.4,20.455,94,16.9979,5.71373280550937,2012,12,17,2,16
fall,no,yes,clear,27.06,31.06,65,6.0032,2.70805020110221,2012,8,13,2,1
spring,no,yes,clear,9.02,11.365,69,11.0014,2.19722457733622,2011,3,2,4,0
winter,no,yes,clear,24.6,31.06,53,19.9995,5.71373280550937,2011,11,14,2,19
winter,no,yes,clear,13.94,16.665,49,0,4.89034912822175,2012,12,18,3,22
winter,no,yes,clear,12.3,16.665,87,0,3.36729582998647,2011,11,9,4,5
spring,no,no,clear,7.38,8.335,43,16.9979,4.24849524204936,2012,1,14,7,21
summer,no,yes,cloudy,24.6,28.79,78,11.0014,2.70805020110221,2012,6,19,3,1
summer,no,no,cloudy,21.32,25,100,0,3.49650756146648,2011,5,15,1,3
summer,no,yes,clear,17.22,21.21,50,15.0013,2.30258509299405,2012,4,10,3,1
fall,no,no,clear,22.14,25.76,64,11.0014,4.85981240436167,2012,9,16,1,8
fall,yes,no,clear,26.24,28.79,83,0,4.15888308335967,2011,7,4,2,2
winter,no,yes,clear,18.04,21.97,51,8.9981,3.76120011569356,2012,10,11,5,0
winter,no,yes,lightRainOrSnow,14.76,16.665,87,16.9979,2.07944154167984,2012,10,9,3,2
fall,no,no,cloudy,30.34,34.85,70,0,6.19440539110467,2012,9,2,1,11
winter,no,no,cloudy,9.84,14.395,75,0,2.484906649788,2012,12,15,7,6
summer,no,yes,clear,26.24,30.305,65,27.9993,5.19295685089021,2012,6,14,5,10
fall,no,yes,clear,29.52,34.09,66,16.9979,5.43372200355424,2011,8,18,5,9
fall,no,yes,clear,31.16,34.09,48,12.998,6.06842558824411,2012,8,15,4,16
fall,no,yes,clear,21.32,25,83,0,2.484906649788,2012,9,13,5,3
winter,no,yes,clear,10.66,15.15,81,0,4.80402104473326,2011,12,12,2,21
spring,no,no,cloudy,9.84,11.365,56,12.998,4.04305126783455,2012,2,19,1,8
fall,no,yes,clear,24.6,29.545,73,8.9981,3.17805383034795,2011,7,15,6,5
fall,no,yes,clear,38.54,43.94,38,22.0028,5.14166355650266,2012,7,18,4,14
fall,no,no,clear,27.88,31.82,57,0,4.31748811353631,2011,8,13,7,2
spring,no,yes,clear,25.42,31.06,29,39.0007,5.09375020080676,2011,2,18,6,19
spring,no,no,clear,16.4,20.455,37,19.9995,5.75257263882563,2012,1,8,1,16
spring,no,no,cloudy,18.04,21.97,62,19.9995,4.43081679884331,2012,1,1,1,20
summer,no,no,cloudy,20.5,24.24,77,12.998,3.61091791264422,2012,6,2,7,6
fall,no,yes,clear,34.44,36.365,32,12.998,5.55295958492162,2012,7,2,2,12
spring,no,yes,cloudy,13.94,17.425,100,6.0032,1.94591014905531,2011,3,11,6,0
summer,no,yes,clear,21.32,25,94,6.0032,4.0943445622221,2011,5,18,4,23
summer,no,yes,clear,25.42,30.305,17,12.998,6.63068338564237,2012,4,3,3,17
fall,no,yes,clear,27.06,31.06,69,6.0032,3.2188758248682,2011,8,17,4,0
winter,no,yes,clear,10.66,12.12,56,19.0012,0.693147180559945,2011,12,1,5,4
spring,no,yes,cloudy,13.94,15.91,42,16.9979,5.59471137960184,2012,2,10,6,16
fall,no,no,clear,37.72,41.665,33,19.9995,5.74939298590825,2012,7,1,1,16
summer,no,yes,clear,21.32,25,55,15.0013,5.92692602597041,2011,5,9,2,8
winter,no,yes,clear,18.04,21.97,54,16.9979,5.38449506278909,2012,11,19,2,14
spring,no,yes,cloudy,11.48,12.88,65,23.9994,1.09861228866811,2012,1,17,3,1
summer,no,yes,cloudy,18.86,22.725,72,12.998,2.94443897916644,2011,4,19,3,5
summer,no,yes,cloudy,31.16,34.85,52,16.9979,5.02388052084628,2011,6,7,3,11
spring,no,yes,clear,10.66,12.88,65,12.998,4.76217393479776,2012,1,6,6,10
spring,no,yes,clear,9.02,12.12,75,7.0015,4.76217393479776,2012,2,6,2,10
fall,no,yes,cloudy,33.62,12.12,38,16.9979,6.50727771238501,2012,8,17,6,18
fall,no,no,cloudy,28.7,33.335,84,22.0028,4.74493212836325,2011,8,6,7,21
summer,no,no,clear,20.5,24.24,48,7.0015,3.52636052461616,2012,5,19,7,3
winter,no,yes,cloudy,22.96,26.515,68,19.9995,6.24222326545517,2012,10,18,5,19
spring,no,yes,clear,22.14,25.76,34,15.0013,4.82028156560504,2011,2,17,5,13
winter,no,yes,clear,21.32,25,52,8.9981,5.31811999384422,2011,11,8,3,12
fall,no,no,clear,20.5,24.24,72,15.0013,4.969813299576,2011,9,17,7,22
winter,no,yes,clear,19.68,23.485,51,11.0014,5.23644196282995,2011,11,2,4,15
winter,no,yes,clear,9.84,11.365,60,15.0013,5.95583736946483,2012,12,13,5,7
summer,no,no,cloudy,30.34,32.575,30,11.0014,5.8348107370626,2011,6,4,7,18
spring,no,no,clear,19.68,23.485,31,22.0028,5.63121178182137,2011,3,19,7,17
summer,no,no,clear,32.8,37.88,55,12.998,5.96100533962327,2011,6,11,7,13
spring,no,no,clear,21.32,25,77,8.9981,5.29330482472449,2012,3,18,1,20
winter,no,no,lightRainOrSnow,16.4,20.455,76,12.998,5.71702770140622,2012,12,2,1,17
fall,no,no,clear,24.6,28.79,78,16.9979,2.30258509299405,2012,8,18,7,5
winter,no,yes,lightRainOrSnow,22.96,26.515,100,11.0014,4.94875989037817,2011,10,19,4,18
fall,no,no,clear,29.52,34.09,62,6.0032,6.01126717440416,2012,8,11,7,10
winter,no,yes,clear,20.5,24.24,72,8.9981,6.0282785202307,2012,10,17,4,20
fall,no,no,clear,33.62,38.635,57,12.998,5.98393628068719,2012,8,4,7,10
spring,no,no,clear,21.32,25,29,19.0012,5.96614673912369,2012,3,11,1,18
spring,no,yes,clear,10.66,11.365,48,22.0028,4.04305126783455,2012,1,19,5,23
spring,no,yes,clear,9.02,9.85,37,27.9993,4.17438726989564,2011,2,8,3,14
winter,no,yes,clear,17.22,21.21,62,11.0014,6.03068526026126,2012,10,11,5,20
summer,no,yes,lightRainOrSnow,9.84,12.12,93,0,4.56434819146784,2011,4,1,6,7
winter,no,yes,clear,22.96,26.515,60,26.0027,6.37331978957701,2011,10,4,3,17
spring,no,no,cloudy,9.02,9.85,100,26.0027,2.39789527279837,2011,3,6,1,22
summer,no,yes,clear,25.42,31.06,46,12.998,5.26785815906333,2011,6,14,3,9
fall,no,yes,clear,29.52,33.335,51,12.998,5.89164421182577,2011,7,15,6,16
spring,no,yes,cloudy,8.2,8.335,44,30.0026,3.63758615972639,2011,1,13,5,11
summer,no,no,clear,28.7,32.575,65,0,4.49980967033027,2011,6,19,1,0
spring,no,yes,lightRainOrSnow,13.12,16.665,70,8.9981,3.80666248977032,2012,2,16,5,10
fall,no,yes,cloudy,31.98,35.605,49,11.0014,2.484906649788,2011,8,3,4,2
winter,no,yes,cloudy,17.22,21.21,88,16.9979,3.2188758248682,2011,11,17,5,0
fall,no,no,clear,30.34,34.09,55,19.0012,5.91620206260743,2011,9,10,7,13
fall,no,yes,clear,28.7,32.575,61,15.0013,2.56494935746154,2011,7,11,2,2
summer,no,yes,cloudy,25.42,29.545,73,8.9981,5.29831736654804,2012,5,4,6,10
summer,no,no,clear,21.32,25,48,0,5.18738580584075,2012,5,12,7,8
summer,no,yes,clear,21.32,25,83,11.0014,3.04452243772342,2011,5,13,6,1
fall,no,no,clear,29.52,33.335,51,8.9981,5.9427993751267,2011,9,11,1,17
winter,no,yes,clear,13.94,16.665,66,8.9981,3.71357206670431,2012,11,1,5,5
fall,no,no,clear,32.8,38.635,59,15.0013,5.82304589548302,2011,9,4,1,16
summer,no,yes,cloudy,21.32,25,83,11.0014,3.97029191355212,2011,5,13,6,0
winter,no,no,cloudy,14.76,17.425,81,12.998,5.16478597392351,2011,10,2,1,18
winter,no,no,clear,10.66,13.635,65,8.9981,2.30258509299405,2012,11,4,1,4
winter,no,yes,lightRainOrSnow,25.42,30.305,69,23.9994,6.05443934626937,2012,10,19,6,17
winter,no,yes,clear,12.3,16.665,75,0,4.94875989037817,2011,12,9,6,21
winter,no,yes,clear,22.96,26.515,73,23.9994,4.89034912822175,2011,10,14,6,13
fall,no,yes,clear,26.24,29.545,78,8.9981,5.2257466737132,2012,8,1,4,6
winter,no,yes,cloudy,29.52,34.09,70,11.0014,5.52942908751142,2012,10,3,4,14
fall,no,yes,lightRainOrSnow,24.6,27.275,88,6.0032,3.25809653802148,2011,8,15,2,0
spring,yes,no,clear,11.48,12.88,52,22.0028,3.91202300542815,2012,1,16,2,21
winter,no,yes,clear,14.76,16.665,50,16.9979,6.17170059741091,2012,10,11,5,7
summer,no,yes,cloudy,25.42,31.06,53,16.9979,2.30258509299405,2012,6,14,5,2
winter,no,no,clear,8.2,11.365,59,7.0015,1.79175946922805,2011,12,18,1,5
spring,no,yes,clear,9.84,9.85,56,32.9975,5.4971682252932,2011,2,8,3,8
spring,no,no,cloudy,18.04,21.97,67,16.9979,5.12396397940326,2011,3,5,7,12
spring,no,no,cloudy,4.1,2.275,46,47.9988,0.693147180559945,2012,2,12,1,4
summer,no,yes,clear,26.24,30.305,73,6.0032,5.19849703126583,2012,6,19,3,10
summer,no,yes,clear,31.16,33.335,27,15.0013,6.58479139238572,2012,6,8,6,18
fall,no,yes,cloudy,27.06,31.06,61,0,2.484906649788,2012,7,13,6,4
fall,no,yes,clear,32.8,36.365,43,12.998,5.94803498918065,2011,8,1,2,8
fall,no,yes,clear,28.7,12.12,58,7.0015,5.93753620508243,2012,8,17,6,9
spring,no,yes,clear,12.3,16.665,49,0,4.44265125649032,2012,1,5,5,11
winter,no,yes,clear,9.84,14.395,87,0,6.10031895202006,2011,12,2,6,8
spring,no,yes,clear,18.04,21.97,54,19.0012,4.46590811865458,2011,3,17,5,11
spring,no,no,lightRainOrSnow,9.02,12.88,93,6.0032,1.6094379124341,2011,2,5,7,7
spring,no,no,cloudy,18.86,22.725,82,7.0015,4.04305126783455,2012,3,18,1,2
fall,no,no,clear,31.16,34.09,45,19.0012,5.65248918026865,2011,7,2,7,20
summer,no,no,clear,28.7,31.82,42,22.0028,6.43615036836943,2012,4,15,1,17
fall,no,yes,clear,30.34,33.335,51,11.0014,5.24702407216049,2011,9,12,2,14
winter,no,no,clear,9.02,10.605,55,15.0013,2.94443897916644,2011,12,18,1,3
spring,no,no,clear,20.5,24.24,39,16.9979,5.14166355650266,2012,1,7,7,20
winter,no,yes,clear,16.4,20.455,71,0,5.32300997913841,2011,11,7,2,20
summer,no,no,clear,22.14,25.76,68,7.0015,3.17805383034795,2012,6,16,7,5
spring,no,yes,clear,9.02,10.605,64,16.9979,4.70953020131233,2011,3,2,4,7
spring,no,yes,cloudy,10.66,15.15,100,0,5.64897423816121,2012,2,17,6,9
summer,no,yes,clear,31.16,33.335,23,36.9974,4.969813299576,2011,4,4,2,15
summer,no,no,cloudy,32.8,36.365,46,19.0012,5.81413053182507,2011,6,18,7,14
summer,no,yes,cloudy,22.96,26.515,43,8.9981,4.83628190695148,2011,5,10,3,11
fall,no,no,cloudy,32.8,38.635,59,22.0028,6.0913098820777,2011,8,6,7,13
spring,no,yes,clear,16.4,20.455,35,16.9979,5.93489419561959,2012,2,17,6,18
fall,no,yes,clear,29.52,34.09,70,16.9979,6.7286286130847,2012,9,6,5,18
summer,no,yes,clear,28.7,31.82,37,19.0012,5.75574221358691,2012,6,7,5,13
winter,no,yes,clear,11.48,13.635,48,11.0014,4.71849887129509,2011,11,18,6,21
summer,no,yes,clear,26.24,31.06,44,15.0013,5.34710753071747,2011,6,14,3,13
spring,no,yes,cloudy,24.6,31.06,43,26.0027,5.71373280550937,2012,3,8,5,20
spring,no,no,cloudy,18.04,21.97,72,22.0028,4.29045944114839,2011,3,5,7,21
summer,no,yes,lightRainOrSnow,21.32,25,63,6.0032,5.09375020080676,2011,4,19,3,9
summer,no,no,clear,24.6,28.79,78,16.9979,5.73657229747919,2012,5,5,7,20
summer,no,no,lightRainOrSnow,18.86,22.725,72,0,4.15888308335967,2012,4,1,1,23
summer,no,yes,lightRainOrSnow,24.6,28.03,83,16.9979,2.83321334405622,2011,6,16,5,23
spring,no,yes,cloudy,12.3,15.91,81,6.0032,4.26267987704132,2011,1,19,4,12
fall,no,yes,clear,28.7,33.335,84,12.998,3.87120101090789,2012,8,7,3,0
spring,no,yes,clear,6.56,9.09,59,7.0015,1.09861228866811,2011,1,4,3,1
winter,no,no,lightRainOrSnow,16.4,20.455,87,11.0014,4.24849524204936,2012,12,9,1,8
summer,no,yes,clear,36.9,40.91,37,12.998,5.04342511691925,2011,6,1,4,13
winter,no,yes,clear,13.94,16.665,61,11.0014,5.00394630594546,2012,11,1,5,6
summer,no,yes,cloudy,26.24,28.79,89,12.998,6.54391184556479,2012,6,1,6,8
fall,no,no,clear,30.34,33.335,42,12.998,6.22653666928747,2012,8,12,1,12
summer,no,yes,clear,31.16,36.365,66,8.9981,5.3890717298165,2011,6,10,6,21
winter,no,no,clear,15.58,19.695,76,0,5.15905529921453,2011,12,4,1,19
spring,no,yes,clear,13.94,15.91,53,19.0012,1.94591014905531,2012,3,2,6,2
summer,no,yes,clear,28.7,31.82,39,22.0028,6.40025744530882,2011,6,13,2,17
spring,no,yes,clear,5.74,6.06,59,19.0012,4.45434729625351,2012,1,3,3,6
summer,no,no,clear,13.12,15.91,36,12.998,2.99573227355399,2012,4,7,7,6
winter,no,yes,lightRainOrSnow,22.14,25.76,77,6.0032,5.33753807970132,2012,10,1,2,22
winter,no,yes,cloudy,20.5,24.24,63,19.9995,5.2040066870768,2012,12,4,3,22
summer,no,yes,lightRainOrSnow,20.5,24.24,82,27.9993,3.71357206670431,2011,4,12,3,10
spring,no,yes,lightRainOrSnow,12.3,15.91,61,7.0015,4.00733318523247,2012,2,8,4,15
summer,no,yes,cloudy,22.96,26.515,83,15.0013,4.38202663467388,2012,5,14,2,11
summer,no,yes,cloudy,17.22,21.21,77,7.0015,5.56452040732269,2012,4,18,4,20
winter,no,yes,clear,11.48,14.395,75,7.0015,5.76205138278018,2012,12,19,4,9
fall,no,no,clear,30.34,34.85,70,19.9995,5.4380793089232,2011,9,4,1,20
summer,no,yes,clear,22.14,25.76,60,8.9981,5.67675380226828,2011,5,10,3,20
summer,no,yes,clear,15.58,19.695,43,19.0012,0.693147180559945,2012,4,5,5,4
spring,no,yes,clear,20.5,24.24,55,12.998,4.94875989037817,2012,2,1,4,22
summer,no,yes,clear,32.8,38.635,59,15.0013,6.24416690066374,2012,6,19,3,19
fall,no,no,cloudy,22.14,25.76,68,7.0015,5.50533153593236,2011,9,18,1,19
fall,no,no,clear,26.24,30.305,69,15.0013,4.55387689160054,2011,7,17,1,2
spring,no,yes,clear,14.76,16.665,40,19.9995,1.09861228866811,2011,2,14,2,2
summer,no,yes,clear,13.12,16.665,53,8.9981,4.54329478227,2011,4,1,6,21
summer,no,no,clear,11.48,15.15,70,6.0032,1.38629436111989,2011,4,3,1,4
spring,no,yes,cloudy,9.02,13.635,93,0,1.38629436111989,2011,1,19,4,0
summer,no,yes,clear,31.98,35.605,52,0,4.71849887129509,2011,6,10,6,10
winter,no,yes,clear,21.32,25,63,22.0028,4.8283137373023,2011,12,15,5,22
spring,no,yes,clear,5.74,6.06,46,19.9995,3.71357206670431,2011,1,13,5,21
winter,no,yes,lightRainOrSnow,13.12,15.15,87,16.9979,4.68213122712422,2012,11,13,3,7
summer,no,yes,cloudy,21.32,25,88,26.0027,5.4249500174814,2011,5,13,6,13
winter,no,yes,cloudy,24.6,25.76,94,0,2.07944154167984,2012,10,3,4,3
summer,no,yes,clear,26.24,31.06,41,16.9979,5.3890717298165,2011,6,13,2,21
winter,no,yes,cloudy,12.3,14.395,56,15.0013,5.99893656194668,2012,12,12,4,19
summer,no,no,cloudy,16.4,20.455,87,8.9981,5.31320597904179,2011,4,10,1,11
summer,no,yes,cloudy,25.42,29.545,73,11.0014,5.10594547390058,2012,6,18,2,22
winter,no,yes,clear,17.22,21.21,47,8.9981,5.73334127689775,2012,10,12,6,20
spring,no,yes,cloudy,6.56,7.575,86,15.0013,4.34380542185368,2011,1,11,3,16
spring,no,yes,clear,17.22,21.21,62,15.0013,4.93447393313069,2011,3,17,5,21
spring,no,yes,clear,12.3,12.12,42,51.9987,1.79175946922805,2011,2,15,3,1
summer,no,yes,clear,22.96,26.515,26,32.9975,4.99721227376411,2011,5,5,5,15
spring,no,yes,clear,15.58,19.695,46,7.0015,5.64190707093811,2012,1,10,3,19
winter,no,no,clear,9.84,12.88,70,6.0032,1.94591014905531,2011,12,3,7,5
spring,no,no,clear,4.92,8.335,74,6.0032,0.693147180559945,2011,2,12,7,5
winter,no,yes,clear,18.86,22.725,82,12.998,5.05624580534831,2012,12,4,3,10
winter,no,yes,cloudy,9.84,12.12,60,8.9981,5.25749537202778,2012,12,6,5,21
fall,no,yes,clear,22.14,25.76,52,0,4.54329478227,2012,9,10,2,23
winter,no,yes,cloudy,16.4,20.455,62,27.9993,1.6094379124341,2011,11,17,5,4
spring,no,yes,clear,7.38,9.85,59,8.9981,5.56452040732269,2012,3,5,2,7
fall,no,yes,cloudy,28.7,33.335,79,16.9979,6.21660610108486,2012,9,5,4,7
winter,no,no,clear,22.14,25.76,37,0,6.4425401664682,2012,11,10,7,14
winter,no,yes,clear,18.04,21.97,62,19.0012,1.79175946922805,2011,10,6,5,4
winter,no,yes,cloudy,21.32,25,52,22.0028,4.89034912822175,2011,12,15,5,14
summer,no,yes,cloudy,22.14,25.76,64,8.9981,6.04500531403601,2011,4,19,3,18
winter,no,yes,cloudy,12.3,15.15,56,11.0014,2.19722457733622,2012,11,5,2,1
winter,no,no,clear,27.06,31.06,44,6.0032,6.03787091992214,2011,10,9,1,13
winter,no,yes,cloudy,10.66,12.88,81,12.998,1.79175946922805,2012,12,7,6,3
spring,no,no,clear,9.84,12.12,52,11.0014,4.12713438504509,2012,3,11,1,1
winter,no,no,clear,14.76,18.18,81,7.0015,4.29045944114839,2011,12,4,1,21
summer,no,no,clear,20.5,24.24,77,12.998,5.48479693349065,2011,4,10,1,18
spring,no,yes,cloudy,7.38,9.85,93,11.0014,6.15697898558556,2012,1,10,3,8
fall,no,yes,lightRainOrSnow,22.14,25.76,88,19.9995,3.40119738166216,2011,9,6,3,13
fall,no,yes,cloudy,25.42,28.79,83,7.0015,5.39816270151775,2011,9,2,6,9
fall,no,yes,clear,33.62,37.12,41,15.0013,5.54517744447956,2012,8,14,3,14
spring,no,yes,clear,3.28,3.79,38,19.0012,1.38629436111989,2011,2,9,4,2
summer,no,yes,clear,22.96,26.515,56,0,2.99573227355399,2012,6,8,6,2
summer,no,yes,clear,24.6,31.06,38,32.9975,5.99396142730657,2012,4,17,3,9
fall,no,yes,cloudy,31.16,35.605,62,11.0014,6.70318811324086,2012,8,7,3,18
winter,no,no,clear,16.4,20.455,76,6.0032,4.20469261939097,2012,10,14,1,2
fall,no,no,cloudy,28.7,33.335,84,22.0028,4.79579054559674,2011,8,6,7,22
winter,no,yes,clear,9.84,11.365,48,12.998,5.62401750618734,2012,12,6,5,9
fall,no,no,cloudy,27.88,31.82,69,0,6.05443934626937,2012,8,19,1,10
summer,no,yes,cloudy,22.96,26.515,56,12.998,5.42934562895444,2012,6,5,3,11
spring,no,yes,clear,6.56,6.82,43,26.0027,4.48863636973214,2011,1,3,2,9
fall,no,yes,cloudy,22.14,25.76,64,22.0028,1.38629436111989,2012,9,19,4,2
fall,no,yes,lightRainOrSnow,30.34,34.09,55,19.9995,5.20948615284142,2011,8,15,2,15
winter,no,yes,lightRainOrSnow,18.04,21.97,100,8.9981,3.52636052461616,2011,12,7,4,12
winter,no,no,clear,10.66,15.15,35,0,5.28826703069454,2011,12,11,1,11
spring,no,no,cloudy,18.04,21.97,94,16.9979,2.89037175789616,2011,1,2,1,1
winter,no,yes,cloudy,24.6,31.06,43,11.0014,5.72358510195238,2012,10,1,2,13
fall,no,yes,cloudy,36.9,40.91,35,0,5.54126354515843,2012,7,17,3,12
fall,no,no,clear,27.88,31.82,89,11.0014,5.23644196282995,2012,7,15,1,0
summer,no,yes,clear,18.04,21.97,44,19.9995,4.21950770517611,2012,4,9,2,23
winter,no,no,clear,13.12,15.15,66,15.0013,2.77258872223978,2012,10,13,7,3
winter,no,no,clear,8.2,11.365,69,7.0015,3.85014760171006,2011,12,18,1,1
spring,no,yes,clear,9.02,10.605,35,19.9995,4.12713438504509,2011,1,3,2,12
spring,no,yes,clear,13.12,15.15,21,15.0013,4.4188406077966,2011,2,15,3,13
summer,no,yes,cloudy,18.86,22.725,55,0,4.81218435537242,2011,4,7,5,11
spring,yes,no,clear,4.92,9.85,50,0,1.38629436111989,2012,1,16,2,3
winter,no,yes,clear,17.22,21.21,77,0,6.10255859461357,2011,12,5,2,17
fall,no,yes,clear,30.34,34.85,70,11.0014,5.19295685089021,2011,7,7,5,9
spring,no,yes,clear,17.22,21.21,77,11.0014,5.05624580534831,2012,1,12,5,14
winter,no,yes,cloudy,22.14,25.76,88,26.0027,6.00388706710654,2011,10,12,4,8
summer,yes,no,clear,21.32,25,83,8.9981,5.96100533962327,2012,4,16,2,7
fall,no,yes,clear,28.7,33.335,74,8.9981,2.77258872223978,2011,7,6,4,1
fall,no,no,clear,27.06,31.06,74,12.998,5.64544689764324,2012,7,14,7,9
spring,no,yes,clear,0.82,2.275,44,12.998,5.03043792139244,2012,1,4,4,7
summer,no,yes,cloudy,13.94,16.665,86,8.9981,0.693147180559945,2011,4,8,6,4
winter,yes,no,clear,13.12,15.91,39,12.998,4.52178857704904,2011,11,11,6,22
summer,no,yes,clear,17.22,21.21,67,6.0032,0.693147180559945,2012,4,4,4,4
fall,no,no,clear,33.62,37.88,46,16.9979,5.94803498918065,2012,8,5,1,17
winter,no,yes,lightRainOrSnow,16.4,20.455,82,0,5.32300997913841,2011,10,3,2,20
spring,no,yes,clear,7.38,6.82,37,35.0008,4.33073334028633,2012,1,3,3,11
summer,no,no,cloudy,26.24,31.06,50,15.0013,5.67332326717149,2012,6,16,7,21
fall,no,yes,clear,31.16,35.605,58,12.998,5.29330482472449,2012,7,19,5,10
summer,no,no,clear,25.42,29.545,78,6.0032,2.39789527279837,2012,6,10,1,4
fall,no,yes,clear,33.62,37.12,43,15.0013,5.70711026474888,2011,8,17,4,16
fall,no,yes,clear,30.34,32.575,33,7.0015,4.87519732320115,2011,8,12,6,10
summer,no,no,lightRainOrSnow,21.32,25,83,39.0007,4.15888308335967,2011,4,16,7,14
spring,no,yes,clear,18.86,22.725,67,16.9979,2.19722457733622,2011,2,18,6,3
summer,no,yes,clear,19.68,23.485,36,30.0026,5.31811999384422,2012,4,12,5,13
spring,no,yes,cloudy,7.38,9.09,40,15.0013,4.12713438504509,2011,2,9,4,12
fall,no,yes,clear,24.6,31.06,40,12.998,5.96870755998537,2012,9,10,2,20
winter,yes,no,clear,22.96,26.515,64,11.0014,6.07534603108868,2012,11,12,2,16
spring,no,yes,clear,9.84,11.365,48,15.0013,1.09861228866811,2011,1,5,4,4
fall,no,yes,clear,30.34,34.85,70,16.9979,5.95583736946483,2012,9,4,3,20
spring,yes,no,clear,8.2,9.09,55,22.0028,5.2257466737132,2012,1,16,2,12
spring,no,yes,clear,14.76,17.425,23,12.998,5.35658627467201,2012,2,13,2,16
summer,no,no,clear,30.34,32.575,30,7.0015,6.46614472423762,2012,5,19,7,16
fall,no,yes,cloudy,29.52,33.335,48,8.9981,5.90808293816893,2012,9,14,6,15
summer,no,yes,clear,19.68,23.485,23,0,5.55682806169954,2012,4,3,3,11
fall,no,yes,clear,28.7,31.82,37,11.0014,5.63121178182137,2012,9,12,4,14
winter,no,yes,clear,9.84,10.605,65,19.0012,6.03068526026126,2012,11,14,4,7
winter,no,yes,clear,17.22,21.21,58,6.0032,5.23110861685459,2012,10,11,5,23
summer,no,no,cloudy,30.34,34.09,58,6.0032,5.6937321388027,2011,6,19,1,18
winter,no,yes,lightRainOrSnow,25.42,28.79,83,8.9981,5.34710753071747,2012,10,2,3,15
winter,no,yes,clear,7.38,10.605,80,6.0032,2.484906649788,2011,12,19,2,1
summer,no,yes,cloudy,20.5,24.24,82,12.998,6.46146817635372,2012,5,7,2,8
summer,no,yes,clear,17.22,21.21,58,11.0014,5.82304589548302,2011,4,14,5,8
spring,no,yes,clear,10.66,12.88,38,11.0014,4.46590811865458,2011,1,6,5,16
fall,no,yes,clear,34.44,37.88,44,0,5.56452040732269,2012,8,9,5,11
summer,no,yes,clear,16.4,20.455,71,8.9981,4.14313472639153,2011,4,13,4,23
spring,no,yes,clear,14.76,16.665,34,19.0012,6.10255859461357,2012,3,6,3,17
winter,no,no,cloudy,15.58,19.695,82,12.998,6.03548143252476,2012,12,16,1,12
fall,no,yes,clear,28.7,32.575,54,11.0014,6.19031540585315,2011,8,17,4,8
spring,no,yes,clear,9.84,11.365,35,12.998,4.70953020131233,2011,2,11,6,13
summer,no,yes,clear,25.42,28.79,83,12.998,2.19722457733622,2012,6,13,4,3
winter,no,yes,clear,13.12,15.91,70,12.998,5.55682806169954,2011,12,15,5,7
fall,no,no,clear,34.44,37.12,39,19.0012,5.89164421182577,2011,7,10,1,15
fall,no,yes,clear,26.24,29.545,78,8.9981,4.97673374242057,2011,9,13,3,22
fall,no,no,clear,28.7,33.335,74,26.0027,5.85507192220243,2012,9,8,7,9
spring,no,yes,clear,27.06,31.06,36,22.0028,5.15329159449778,2011,2,18,6,15
spring,no,no,lightRainOrSnow,17.22,21.21,88,11.0014,3.76120011569356,2012,3,18,1,7
summer,no,no,cloudy,14.76,17.425,93,8.9981,4.47733681447821,2011,4,9,7,22
spring,no,yes,clear,4.1,6.82,42,0,5.29831736654804,2011,2,9,4,8
winter,no,yes,cloudy,15.58,19.695,94,7.0015,2.56494935746154,2012,12,10,2,4
spring,no,yes,clear,9.02,9.85,41,30.0026,4.43081679884331,2011,1,13,5,13
